" Nom Ville ";"MAJ   ";" Code Postal ";" Code INSEE ";"Code Région";" Latitude ";" Longitude ";" Eloignement "
"Moigné";"MOIGNE";35650;35910;53;"48.083333";"-1.766667";"0"
"Moimay";"MOIMAY";70110;70349;72;"47.55";"6.416667";"0"
"Moineville";"MOINEVILLE";54580;54371;41;"49.2";"5.95";"0"
"Moings";"MOINGS";17500;17238;54;"45.483333";"-0.35";"0"
"Moingt";"MOINGT";42600;42144;82;"45.583333";"4.066667";"0"
"Moinville-la-Jeulin";"MOINVILLE LA JEULIN";28700;28255;24;"48.383333";"1.7";"0"
"Moirans";"MOIRANS";38430;38239;82;"45.333333";"5.566667";"0"
"Moirans-en-Montagne";"MOIRANS EN MONTAGNE";39260;39333;43;"46.433333";"5.733333";"0"
"Moirax";"";47310;47169;72;"44.15";"0.6";"0"
"Moiremont";"MOIREMONT";51800;51370;21;"49.133333";"4.883333";"0"
"Moiron";"MOIRON";39570;39334;43;"46.633333";"5.566667";"0"
"Moiry";"MOIRY";8370;8293;21;"49.6";"5.266667";"0"
"Moiry";"MOIRY";58490;58907;26;"46.85";"3.15";"0"
"Moiré";"MOIRE";69620;69134;82;"45.933333";"4.6";"0"
"Moisdon-la-Rivière";"MOISDON LA RIVIERE";44520;44099;52;"47.616667";"-1.366667";"0"
"Moisenay";"MOISENAY";77950;77295;11;"48.55";"2.733333";"0"
"Moislains";"MOISLAINS";80760;80552;11;"49.983333";"2.966667";"0"
"Moissac";"MOISSAC";82200;82112;11;"44.1";"1.083333";"0"
"Moissac-Bellevue";"MOISSAC BELLEVUE";83630;83078;11;"43.65";"6.166667";"0"
"Moissannes";"MOISSANNES";87400;87099;72;"45.883333";"1.566667";"0"
"Moissat";"MOISSAT";63190;63229;83;"45.766667";"3.35";"0"
"Moisselles";"MOISSELLES";95570;95409;11;"49.05";"2.333333";"0"
"Moissey";"MOISSEY";39290;39335;43;"47.2";"5.516667";"0"
"Moissieu-sur-Dolon";"MOISSIEU SUR DOLON";38270;38240;82;"45.383333";"4.983333";"0"
"Moisson";"MOISSON";78840;78410;11;"49.066667";"1.666667";"0"
"Moissy-Cramayel";"MOISSY CRAMAYEL";77550;77296;11;"48.616667";"2.6";"0"
"Moissy-Moulinot";"MOISSY MOULINOT";58190;58169;26;"47.316667";"3.7";"0"
"Moisville";"MOISVILLE";27320;27411;23;"48.85";"1.166667";"0"
"Moisy";"MOISY";41160;41141;24;"47.916667";"1.316667";"0"
"Moitron";"MOITRON";21510;21418;26;"47.683333";"4.816667";"0"
"Moitron-sur-Sarthe";"MOITRON SUR SARTHE";72170;72199;52;"48.233333";"0.033333";"0"
"Moivre";"MOIVRE";51240;51371;21;"48.916667";"4.666667";"0"
"Moivrons";"MOIVRONS";54760;54372;41;"48.816667";"6.25";"0"
"Molac";"MOLAC";56230;56135;53;"47.75";"-2.4";"0"
"Molain";"MOLAIN";39800;39336;43;"46.816667";"5.8";"0"
"Molain";"MOLAIN";2110;2488;22;"50.016667";"3.516667";"0"
"Molamboz";"MOLAMBOZ";39600;39337;43;"46.933333";"5.683333";"0"
"Molandier";"MOLANDIER";11420;11236;91;"43.25";"1.733333";"0"
"Molas";"MOLAS";31230;31347;72;"43.4";"0.783333";"0"
"Molesmes";"MOLESMES";89560;89260;11;"47.616667";"3.466667";"0"
"Molezon";"MOLEZON";48110;48098;91;"44.216667";"3.666667";"0"
"Moliens";"MOLIENS";60220;60405;22;"49.666667";"1.816667";"0"
"Moliets-et-Maa";"MOLIETS ET MAA";40660;40187;72;"43.85";"-1.35";"0"
"Molinchart";"MOLINCHART";2000;2489;22;"49.566667";"3.533333";"0"
"Molines-en-Queyras";"MOLINES EN QUEYRAS";5350;5077;72;"44.733333";"6.85";"0"
"Molinet";"MOLINET";3510;3173;83;"46.466667";"3.933333";"0"
"Molineuf";"MOLINEUF";41190;41142;24;"47.583333";"1.233333";"0"
"Molinges";"MOLINGES";39360;39339;43;"46.35";"5.766667";"0"
"Molinghem";"MOLINGHEM";62330;62575;31;"50.616667";"2.45";"0"
"Molinons";"MOLINONS";89190;89261;11;"48.233333";"3.533333";"0"
"Molinot";"MOLINOT";21340;21420;26;"47.016667";"4.583333";"0"
"Molins-sur-Aube";"MOLINS SUR AUBE";10500;10243;21;"48.433333";"4.383333";"0"
"Molières";"MOLIERES";82220;82113;11;"44.183333";"1.366667";"0"
"Molières";"MOLIERES";24480;24273;72;"44.8";"0.833333";"0"
"Molières-Cavaillac";"MOLIERES CAVAILLAC";30120;30170;91;"43.966667";"3.566667";"0"
"Molières-Glandaz";"MOLIERES GLANDAZ";26150;26187;82;"44.733333";"5.4";"0"
"Molières-sur-Cèze";"MOLIERES SUR CEZE";30410;30171;91;"44.25";"4.15";"0"
"Mollans";"MOLLANS";70240;70351;72;"47.65";"6.366667";"0"
"Mollans-sur-Ouvèze";"MOLLANS SUR OUVEZE";26170;26188;82;"44.233333";"5.2";"0"
"Mollau";"MOLLAU";68470;68213;72;"47.866667";"6.966667";"0"
"Molles";"MOLLES";3300;3174;83;"46.1";"3.566667";"0"
"Molleville";"MOLLEVILLE";11410;11238;91;"43.316667";"1.833333";"0"
"Molliens-au-Bois";"MOLLIENS AU BOIS";80260;80553;11;"49.983333";"2.383333";"0"
"Mollkirch";"MOLLKIRCH";67190;67299;73;"48.5";"7.383333";"0"
"Mollon";"MOLLON";1800;1253;82;"45.95";"5.25";"0"
"Mollégès";"MOLLEGES";13940;13064;93;"43.8";"4.95";"0"
"Molompize";"MOLOMPIZE";15500;15127;83;"45.233333";"3.133333";"0"
"Molosmes";"MOLOSMES";89700;89262;11;"47.883333";"4.05";"0"
"Moloy";"MOLOY";21120;21421;26;"47.533333";"4.916667";"0"
"Molphey";"MOLPHEY";21210;21422;26;"47.35";"4.216667";"0"
"Molring";"MOLRING";57670;57470;41;"48.883333";"6.816667";"0"
"Molsheim";"MOLSHEIM";67120;67300;73;"48.533333";"7.483333";"0"
"Moltifao";"MOLTIFAO";20218;20162;94;"42.466667";"9.116667";"0"
"Molèdes";"MOLEDES";15500;15126;83;"45.266667";"3.05";"0"
"Molère";"MOLERE";65130;65312;72;"43.1";"0.3";"0"
"Moléans";"MOLEANS";28200;28256;24;"48.116667";"1.383333";"0"
"Momas";"MOMAS";64230;64387;72;"43.45";"-0.433333";"0"
"Mombrier";"MOMBRIER";33710;33285;72;"45.066667";"-0.533333";"0"
"Momerstroff";"MOMERSTROFF";57220;57471;41;"49.166667";"6.533333";"0"
"Mommenheim";"MOMMENHEIM";67670;67301;73;"48.75";"7.65";"0"
"Momuy";"MOMUY";40700;40188;72;"43.616667";"-0.633333";"0"
"Momy";"MOMY";64350;64388;72;"43.4";"-0.116667";"0"
"Momères";"MOMERES";65360;65313;72;"43.183333";"0.083333";"0"
"Monacia-d'Aullène";"MONACIA D AULLENE";20171;20163;94;"41.516667";"9.016667";"0"
"Monampteuil";"MONAMPTEUIL";2000;2490;22;"49.483333";"3.566667";"0"
"Monassut-Audiracq";"MONASSUT AUDIRACQ";64160;64389;72;"43.416667";"-0.2";"0"
"Monay";"MONAY";39230;39342;43;"46.833333";"5.6";"0"
"Monbadon";"MONBADON";33570;33286;72;"44.933333";"-0.05";"0"
"Monbahus";"MONBAHUS";47290;47170;72;"44.55";"0.533333";"0"
"Monbalen";"MONBALEN";47340;47171;72;"44.316667";"0.716667";"0"
"Monbardon";"MONBARDON";32420;32260;91;"43.383333";"0.683333";"0"
"Monbazillac";"MONBAZILLAC";24240;24274;72;"44.783333";"0.5";"0"
"Monblanc";"MONBLANC";32130;32261;91;"43.466667";"0.983333";"0"
"Monbos";"MONBOS";24240;24275;72;"44.733333";"0.383333";"0"
"Monbrun";"MONBRUN";32600;32262;91;"43.666667";"1.033333";"0"
"Monbéqui";"MONBEQUI";82170;82114;11;"43.883333";"1.25";"0"
"Moncale";"MONCALE";20214;20165;94;"42.5";"8.833333";"0"
"Moncassin";"MONCASSIN";32300;32263;91;"43.45";"0.5";"0"
"Moncaup";"MONCAUP";31160;31348;72;"42.983333";"0.7";"0"
"Moncaup";"MONCAUP";64350;64390;72;"43.483333";"-0.066667";"0"
"Moncaut";"MONCAUT";47310;47172;72;"44.15";"0.5";"0"
"Monceau-Saint-Waast";"MONCEAU SAINT WAAST";59620;59406;31;"50.166667";"3.85";"0"
"Monceau-le-Waast";"MONCEAU LE WAAST";2840;2493;22;"49.616667";"3.7";"0"
"Monceau-lès-Leups";"MONCEAU LES LEUPS";2270;2492;22;"49.666667";"3.483333";"0"
"Monceau-sur-Oise";"MONCEAU SUR OISE";2120;2494;22;"49.9";"3.7";"0"
"Monceaux";"MONCEAUX";60940;60406;22;"49.316667";"2.55";"0"
"Monceaux-en-Bessin";"MONCEAUX EN BESSIN";14400;14436;25;"49.25";"-0.683333";"0"
"Monceaux-l'Abbaye";"MONCEAUX L ABBAYE";60220;60407;22;"49.65";"1.783333";"0"
"Monceaux-le-Comte";"MONCEAUX LE COMTE";58190;58170;26;"47.333333";"3.666667";"0"
"Monceaux-sur-Dordogne";"MONCEAUX SUR DORDOGNE";19400;19140;74;"45.083333";"1.916667";"0"
"Moncel-lès-Lunéville";"MONCEL LES LUNEVILLE";54300;54373;41;"48.566667";"6.533333";"0"
"Moncel-sur-Seille";"MONCEL SUR SEILLE";54280;54374;41;"48.766667";"6.416667";"0"
"Moncetz-Longevas";"MONCETZ LONGEVAS";51470;51372;21;"48.916667";"4.433333";"0"
"Moncetz-l'Abbaye";"MONCETZ L ABBAYE";51290;51373;21;"48.65";"4.65";"0"
"Moncey";"MONCEY";25870;25382;43;"47.366667";"6.116667";"0"
"Monchaux-Soreng";"MONCHAUX SORENG";76340;76441;23;"49.95";"1.583333";"0"
"Monchaux-sur-Écaillon";"MONCHAUX SUR ECAILLON";59224;59407;31;"50.283333";"3.466667";"0"
"Moncheaux";"MONCHEAUX";59283;59408;31;"50.45";"3.083333";"0"
"Monchecourt";"MONCHECOURT";59234;59409;31;"50.3";"3.216667";"0"
"Monchel-sur Canche";"MONCHEL SUR CANCHE";62270;62577;31;"50.3";"2.216667";"0"
"Moncheux";"MONCHEUX";57420;57472;41;"48.933333";"6.35";"0"
"Monchiet";"MONCHIET";62123;62578;31;"50.233333";"2.633333";"0"
"Monchy-Breton";"MONCHY BRETON";62127;62580;31;"50.4";"2.433333";"0"
"Monchy-Cayeux";"MONCHY CAYEUX";62134;62581;31;"50.433333";"2.266667";"0"
"Monchy-Humières";"MONCHY HUMIERES";60113;60408;22;"49.466667";"2.75";"0"
"Monchy-Lagache";"MONCHY LAGACHE";80200;80555;11;"49.85";"3.05";"0"
"Monchy-Saint-Éloi";"MONCHY SAINT ELOI";60290;60409;22;"49.3";"2.466667";"0"
"Monchy-au-Bois";"MONCHY AU BOIS";62111;62579;31;"50.183333";"2.666667";"0"
"Monchy-le-Preux";"MONCHY LE PREUX";62118;62582;31;"50.266667";"2.9";"0"
"Monchy-sur-Eu";"MONCHY SUR EU";76260;76442;23;"50.0";"1.45";"0"
"Moncla";"MONCLA";64330;64392;72;"43.583333";"-0.233333";"0"
"Monclar";"MONCLAR";32150;32264;91;"43.916667";"-0.1";"0"
"Monclar-de-Quercy";"MONCLAR DE QUERCY";82230;82115;11;"43.966667";"1.583333";"0"
"Monclar-sur-Losse";"MONCLAR SUR LOSSE";32300;32265;91;"43.533333";"0.333333";"0"
"Moncley";"MONCLEY";25170;25383;43;"47.316667";"5.9";"0"
"Moncontour";"MONCONTOUR";86330;86161;11;"46.883333";"-0.016667";"0"
"Moncontour";"MONCONTOUR";22510;22153;53;"48.35";"-2.65";"0"
"Moncorneil-Grazan";"MONCORNEIL GRAZAN";32260;32266;91;"43.45";"0.666667";"0"
"Moncourt";"MONCOURT";57810;57473;41;"48.716667";"6.633333";"0"
"Moncoutant";"MONCOUTANT";79320;79179;74;"46.716667";"-0.583333";"0"
"Moncrabeau";"MONCRABEAU";47600;47174;72;"44.033333";"0.366667";"0"
"Moncy";"MONCY";61800;61281;25;"48.816667";"-0.683333";"0"
"Moncé-en-Belin";"MONCE EN BELIN";72230;72200;52;"47.9";"0.2";"0"
"Moncé-en-Saosnois";"MONCE EN SAOSNOIS";72260;72201;52;"48.283333";"0.383333";"0"
"Mondavezan";"MONDAVEZAN";31220;31349;72;"43.233333";"1.033333";"0"
"Mondelange";"MONDELANGE";57300;57474;41;"49.266667";"6.166667";"0"
"Mondement-Montgivroux";"MONDEMENT MONTGIVROUX";51120;51374;21;"48.783333";"3.783333";"0"
"Mondescourt";"MONDESCOURT";60400;60410;22;"49.583333";"3.116667";"0"
"Mondevert";"MONDEVERT";35370;35183;53;"48.083333";"-1.1";"0"
"Mondeville";"MONDEVILLE";14120;14437;25;"49.166667";"-0.316667";"0"
"Mondeville";"MONDEVILLE";91590;91412;82;"48.483333";"2.416667";"0"
"Mondicourt";"MONDICOURT";62760;62583;31;"50.166667";"2.466667";"0"
"Mondigny";"MONDIGNY";8430;8295;21;"49.716667";"4.633333";"0"
"Mondilhan";"MONDILHAN";31350;31350;72;"43.283333";"0.7";"0"
"Mondion";"MONDION";86230;86162;11;"46.933333";"0.483333";"0"
"Mondon";"MONDON";25680;25384;43;"47.45";"6.316667";"0"
"Mondonville";"MONDONVILLE";31700;31351;72;"43.666667";"1.283333";"0"
"Mondonville-Saint-Jean";"MONDONVILLE SAINT JEAN";28700;28257;24;"48.366667";"1.833333";"0"
"Mondoubleau";"MONDOUBLEAU";41170;41143;24;"47.983333";"0.9";"0"
"Mondouzil";"MONDOUZIL";31850;31352;72;"43.633333";"1.566667";"0"
"Mondragon";"MONDRAGON";84430;84078;93;"44.233333";"4.716667";"0"
"Mondrainville";"MONDRAINVILLE";14210;14438;25;"49.133333";"-0.516667";"0"
"Mondrecourt";"MONDRECOURT";55220;55342;41;"48.983333";"5.283333";"0"
"Mondrepuis";"MONDREPUIS";2500;2495;22;"49.966667";"4.066667";"0"
"Mondreville";"MONDREVILLE";77570;77297;0;"0.0";"0.0";"0"
"Mondreville";"MONDREVILLE";78980;78413;11;"48.9";"1.55";"0"
"Monein";"MONEIN";64360;64393;72;"43.333333";"-0.583333";"0"
"Monesple";"MONESPLE";9130;9195;73;"43.083333";"1.45";"0"
"Monestier";"MONESTIER";3140;3175;83;"46.25";"3.116667";"0"
"Monestier";"MONESTIER";24240;24276;72;"44.766667";"0.316667";"0"
"Monestier";"MONESTIER";7690;7160;82;"45.2";"4.533333";"0"
"Monestier-Merlines";"MONESTIER MERLINES";19340;19141;74;"45.65";"2.483333";"0"
"Monestier-Port-Dieu";"MONESTIER PORT DIEU";19110;19142;74;"45.5";"2.516667";"0"
"Monestier-d'Ambel";"MONESTIER D AMBEL";38970;38241;82;"44.783333";"5.933333";"0"
"Monestier-de-Clermont";"MONESTIER DE CLERMONT";38650;38242;82;"44.9";"5.633333";"0"
"Monestiès";"MONESTIES";81640;81170;11;"44.066667";"2.1";"0"
"Monestrol";"MONESTROL";31560;31354;72;"43.333333";"1.666667";"0"
"Monfaucon";"MONFAUCON";24130;24277;72;"44.916667";"0.241667";"0"
"Monfaucon";"MONFAUCON";65140;65314;72;"43.45";"0.116667";"0"
"Monferran-Plavès";"MONFERRAN PLAVES";32260;32267;91;"43.483333";"0.65";"0"
"Monferran-Savès";"MONFERRAN SAVES";32490;32268;91;"43.6";"0.983333";"0"
"Monflanquin";"MONFLANQUIN";47150;47175;72;"44.533333";"0.766667";"0"
"Monfort";"MONFORT";32120;32269;91;"43.8";"0.833333";"0"
"Monfréville";"MONFREVILLE";14230;14439;25;"49.316667";"-1.033333";"0"
"Mongaillard";"MONGAILLARD";47230;47176;72;"44.2";"0.283333";"0"
"Mongausy";"MONGAUSY";32220;32270;91;"43.5";"0.8";"0"
"Mongauzy";"MONGAUZY";33190;33287;72;"44.566667";"0.033333";"0"
"Monget";"MONGET";40700;40189;72;"43.566667";"-0.516667";"0"
"Monguilhem";"MONGUILHEM";32240;32271;91;"43.85";"-0.183333";"0"
"Monheurt";"MONHEURT";47160;47177;72;"44.333333";"0.3";"0"
"Monhoudou";"MONHOUDOU";72260;72202;52;"48.283333";"0.333333";"0"
"Monieux";"MONIEUX";84390;84079;93;"44.066667";"5.366667";"0"
"Monistrol-d'Allier";"MONISTROL D ALLIER";43580;43136;72;"44.95";"3.633333";"0"
"Monistrol-sur-Loire";"MONISTROL SUR LOIRE";43120;43137;72;"45.283333";"4.166667";"0"
"Monlaur-Bernet";"MONLAUR BERNET";32140;32272;91;"43.35";"0.516667";"0"
"Monlet";"MONLET";43270;43138;72;"45.216667";"3.716667";"0"
"Monlezun";"MONLEZUN";32230;32273;91;"43.5";"0.216667";"0"
"Monlezun-d'Armagnac";"MONLEZUN D ARMAGNAC";32240;32274;91;"43.816667";"-0.15";"0"
"Monlong";"MONLONG";65670;65316;72;"43.2";"0.466667";"0"
"Monléon-Magnoac";"MONLEON MAGNOAC";65670;65315;72;"43.25";"0.533333";"0"
"Monmadalès";"MONMADALES";24560;24278;72;"44.766667";"0.616667";"0"
"Monmarvès";"MONMARVES";24560;24279;72;"44.7";"0.6";"0"
"Monnai";"MONNAI";61470;61282;25;"48.883333";"0.4";"0"
"Monnaie";"MONNAIE";37380;37153;24;"47.5";"0.783333";"0"
"Monneren";"MONNEREN";57920;57476;41;"49.35";"6.4";"0"
"Monnerville";"MONNERVILLE";91930;91414;82;"48.345981";"2.0330286";"0"
"Monnes";"MONNES";2470;2496;22;"49.15";"3.216667";"0"
"Monnet-la-Ville";"MONNET LA VILLE";39300;39344;43;"46.716667";"5.8";"0"
"Monnetay";"MONNETAY";39320;39343;43;"46.45";"5.516667";"0"
"Monnetier-Mornex";"MONNETIER MORNEX";74560;74185;72;"46.166667";"6.2";"0"
"Monneville";"MONNEVILLE";60240;60411;22;"49.216667";"1.983333";"0"
"Monnières";"MONNIERES";44690;44100;52;"47.133333";"-1.35";"0"
"Monnières";"MONNIERES";39100;39345;43;"47.116667";"5.466667";"0"
"Monoblet";"MONOBLET";30170;30172;91;"44.0";"3.883333";"0"
"Monpardiac";"MONPARDIAC";32170;32275;91;"43.466667";"0.25";"0"
"Monpazier";"MONPAZIER";24540;24280;72;"44.683333";"0.9";"0"
"Monplaisant";"MONPLAISANT";24170;24293;72;"44.783333";"0.983333";"0"
"Monprimblanc";"MONPRIMBLANC";33410;33288;72;"44.616667";"-0.266667";"0"
"Monpézat";"MONPEZAT";64350;64394;72;"43.5";"-0.066667";"0"
"Mons";"MONS";63310;63232;83;"46.0";"3.416667";"0"
"Mons";"MONS";83440;83080;11;"43.683333";"6.716667";"0"
"Mons";"MONS";38280;38901;82;"45.783333";"5.116667";"0"
"Mons";"MONS";17160;17239;54;"45.816667";"-0.35";"0"
"Mons-Boubert";"MONS BOUBERT";80210;80556;11;"50.133333";"1.666667";"0"
"Mons-en-Montois";"MONS EN MONTOIS";77520;77298;11;"48.483333";"3.15";"0"
"Monsac";"MONSAC";24440;24281;72;"44.783333";"0.7";"0"
"Monsaguel";"MONSAGUEL";24560;24282;72;"44.733333";"0.583333";"0"
"Monsec";"MONSEC";24340;24283;72;"45.416667";"0.533333";"0"
"Monsempron-Libos";"MONSEMPRON LIBOS";47500;47179;72;"44.483333";"0.933333";"0"
"Monsireigne";"MONSIREIGNE";85110;85145;11;"46.733333";"-0.933333";"0"
"Monsols";"MONSOLS";69860;69135;82;"46.216667";"4.516667";"0"
"Monstéroux-Milieu";"MONSTEROUX MILIEU";38122;38244;82;"45.433333";"4.95";"0"
"Monsures";"MONSURES";80160;80558;11;"49.7";"2.166667";"0"
"Monswiller";"MONSWILLER";67700;67302;73;"48.75";"7.383333";"0"
"Monségur";"MONSEGUR";64460;64395;72;"43.4318";"-0.01679";"0"
"Mont";"MONT";71140;71301;26;"46.616667";"3.833333";"0"
"Mont";"MONT";65510;65317;72;"42.816667";"0.433333";"0"
"Mont";"MONT";64300;64396;72;"43.433333";"-0.65";"0"
"Mont-Bertrand";"MONT BERTRAND";14350;14441;25;"48.966667";"-0.916667";"0"
"Mont-Bonvillers";"MONT BONVILLERS";54111;54084;41;"49.333333";"5.85";"0"
"Mont-Cauvaire";"MONT CAUVAIRE";76690;76443;23;"49.566667";"1.116667";"0"
"Mont-Dauphin";"MONT DAUPHIN";5600;5082;72;"44.666667";"6.616667";"0"
"Mont-Disse";"MONT DISSE";64330;64401;72;"43.566667";"-0.15";"0"
"Mont-Dol";"MONT DOL";35120;35186;53;"48.566667";"-1.766667";"0"
"Mont-Laurent";"MONT LAURENT";8130;8306;21;"49.466667";"4.483333";"0"
"Mont-Louis";"MONT LOUIS";66210;66117;91;"42.516667";"2.116667";"0"
"Mont-Notre-Dame";"MONT NOTRE DAME";2220;2520;22;"49.3";"3.583333";"0"
"Mont-Ormel";"MONT ORMEL";61160;61289;25;"48.833333";"0.15";"0"
"Mont-Roc";"MONT ROC";81120;81183;11;"43.8";"2.366667";"0"
"Mont-Saint-Aignan";"MONT SAINT AIGNAN";76130;76451;23;"49.466667";"1.083333";"0"
"Mont-Saint-Jean";"MONT SAINT JEAN";21320;21441;26;"47.283333";"4.4";"0"
"Mont-Saint-Jean";"MONT SAINT JEAN";72140;72211;52;"48.25";"-0.1";"0"
"Mont-Saint-Jean";"MONT SAINT JEAN";2360;2522;22;"49.783333";"4.2";"0"
"Mont-Saint-Léger";"MONT SAINT LEGER";70120;70369;72;"47.633333";"5.783333";"0"
"Mont-Saint-Martin";"MONT SAINT MARTIN";2220;2523;22;"49.283333";"3.633333";"0"
"Mont-Saint-Martin";"MONT SAINT MARTIN";38120;38258;82;"45.266667";"5.666667";"0"
"Mont-Saint-Martin";"MONT SAINT MARTIN";54350;54382;41;"49.533333";"5.783333";"0"
"Mont-Saint-Martin";"MONT SAINT MARTIN";8400;8308;21;"49.333333";"4.65";"0"
"Mont-Saint-Père";"MONT SAINT PERE";2400;2524;22;"49.066667";"3.483333";"0"
"Mont-Saint-Rémy";"MONT SAINT REMY";8310;8309;21;"49.383333";"4.483333";"0"
"Mont-Saint-Sulpice";"MONT SAINT SULPICE";89250;89268;11;"47.95";"3.633333";"0"
"Mont-Saint-Vincent";"MONT SAINT VINCENT";71690;71320;26;"46.633333";"4.483333";"0"
"Mont-Saint-Éloi";"MONT SAINT ELOI";62144;62589;31;"50.35";"2.7";"0"
"Mont-Saxonnex";"MONT SAXONNEX";74130;74189;72;"46.05";"6.483333";"0"
"Mont-d'Astarac";"MONT D ASTARAC";32140;32280;91;"43.333333";"0.566667";"0"
"Mont-d'Origny";"MONT D ORIGNY";2390;2503;22;"49.833333";"3.483333";"0"
"Mont-de-Galié";"MONT DE GALIE";31510;31369;72;"42.983333";"0.65";"0"
"Mont-de-Lans";"MONT DE LANS";38860;38253;82;"45.033333";"6.133333";"0"
"Mont-de-Laval";"MONT DE LAVAL";25210;25391;43;"47.166667";"6.633333";"0"
"Mont-de-Marrast";"MONT DE MARRAST";32170;32281;91;"43.383333";"0.366667";"0"
"Mont-de-Marsan";"MONT DE MARSAN";40000;40192;72;"43.883333";"-0.5";"0"
"Mont-de-Vougney";"MONT DE VOUGNEY";25120;25392;43;"47.233333";"6.716667";"0"
"Mont-de-l'If";"MONT DE L IF";76190;76444;23;"49.583333";"0.816667";"0"
"Mont-devant-Sassey";"MONT DEVANT SASSEY";55110;55345;41;"49.416667";"5.166667";"0"
"Mont-et-Marré";"MONT ET MARRE";58110;58175;26;"47.083333";"3.633333";"0"
"Mont-l'Evêque";"MONT L EVEQUE";60300;60421;22;"49.2";"2.633333";"0"
"Mont-l'Étroit";"MONT L ETROIT";54170;54379;41;"48.5";"5.783333";"0"
"Mont-le-Frânois";"MONT LE FRANOIS";70600;70365;72;"47.583333";"5.583333";"0"
"Mont-le-Vernois";"MONT LE VERNOIS";70000;70367;72;"47.6";"6.066667";"0"
"Mont-le-Vignoble";"MONT LE VIGNOBLE";54113;54380;41;"48.616667";"5.85";"0"
"Mont-lès-Lamarche";"MONT LES LAMARCHE";88320;88307;11;"48.016667";"5.8";"0"
"Mont-lès-Neufchâteau";"MONT LES NEUFCHATEAU";88300;88308;11;"48.35";"5.633333";"0"
"Mont-lès-Seurre";"MONT LES SEURRE";71270;71315;26;"46.95";"5.116667";"0"
"Mont-près-Chambord";"MONT PRES CHAMBORD";41250;41150;24;"47.566667";"1.45";"0"
"Mont-sous-Vaudrey";"MONT SOUS VAUDREY";39380;39365;43;"46.966667";"5.6";"0"
"Mont-sur-Courville";"MONT SUR COURVILLE";51170;51382;21;"49.25";"3.683333";"0"
"Mont-sur-Meurthe";"MONT SUR MEURTHE";54360;54383;41;"48.55";"6.45";"0"
"Mont-sur-Monnet";"MONT SUR MONNET";39300;39366;43;"46.716667";"5.833333";"0"
"Montabard";"MONTABARD";61160;61283;25;"48.816667";"-0.083333";"0"
"Montabon";"MONTABON";72500;72203;52;"47.683333";"0.383333";"0"
"Montabot";"MONTABOT";50410;50334;25;"48.933333";"-1.116667";"0"
"Montadet";"MONTADET";32220;32276;91;"43.433333";"0.916667";"0"
"Montady";"MONTADY";34310;34161;91;"43.333333";"3.116667";"0"
"Montagagne";"MONTAGAGNE";9240;9196;73;"42.983333";"1.416667";"0"
"Montagna-le-Reconduit";"MONTAGNA LE RECONDUIT";39160;39346;43;"46.466667";"5.4";"0"
"Montagna-le-Templier";"MONTAGNA LE TEMPLIER";39320;39347;43;"46.35";"5.45";"0"
"Montagnac";"MONTAGNAC";34530;34162;91;"43.483333";"3.483333";"0"
"Montagnac";"MONTAGNAC";30350;30354;91;"43.95";"4.166667";"0"
"Montagnac-d'Auberoche";"MONTAGNAC D AUBEROCHE";24210;24284;72;"45.183333";"0.95";"0"
"Montagnac-la-Crempse";"MONTAGNAC LA CREMPSE";24140;24285;72;"44.983333";"0.55";"0"
"Montagnac-sur-Auvignon";"MONTAGNAC SUR AUVIGNON";47600;47180;72;"44.15";"0.466667";"0"
"Montagnac-sur-Lède";"MONTAGNAC SUR LEDE";47150;47181;72;"44.55";"0.85";"0"
"Montagnat";"MONTAGNAT";1250;1254;82;"46.166667";"5.283333";"0"
"Montagne";"MONTAGNE";38160;38245;82;"45.15";"5.2";"0"
"Montagne";"MONTAGNE";33570;33290;72;"44.933333";"-0.133333";"0"
"Montagne-Fayel";"MONTAGNE FAYEL";80540;80559;11;"49.9";"1.983333";"0"
"Montagnieu";"MONTAGNIEU";1470;1255;82;"45.8";"5.466667";"0"
"Montagnieu";"MONTAGNIEU";38110;38246;82;"45.516667";"5.45";"0"
"Montagnol";"MONTAGNOL";12360;12147;0;"0.0";"0.0";"0"
"Montagnol";"MONTAGNOL";12360;12147;73;"43.833333";"3.016667";"0"
"Montagnole";"MONTAGNOLE";73000;73160;11;"45.533333";"5.9";"0"
"Montagny";"MONTAGNY";73350;73161;11;"45.716667";"6.083333";"0"
"Montagny";"MONTAGNY";69700;69136;82;"45.616667";"4.75";"0"
"Montagny-en-Vexin";"MONTAGNY EN VEXIN";60240;60412;22;"49.2";"1.8";"0"
"Montagny-les-Lanches";"MONTAGNY LES LANCHES";74600;74186;72;"45.866667";"6.033333";"0"
"Montagny-lès-Beaune";"MONTAGNY LES BEAUNE";21200;21423;26;"46.983333";"4.85";"0"
"Montagny-lès-Buxy";"MONTAGNY LES BUXY";71390;71302;26;"46.7";"4.666667";"0"
"Montagny-lès-Seurre";"MONTAGNY LES SEURRE";21250;21424;26;"47.016667";"5.25";"0"
"Montagny-près-Louhans";"MONTAGNY PRES LOUHANS";71500;71303;26;"46.65";"5.266667";"0"
"Montagny-sur-Grosne";"MONTAGNY SUR GROSNE";71520;71304;26;"46.35";"4.55";"0"
"Montagoudin";"MONTAGOUDIN";33190;33291;72;"44.566667";"0.0";"0"
"Montagrier";"MONTAGRIER";24350;24286;72;"45.266667";"0.483333";"0"
