" Nom Ville ";"MAJ   ";" Code Postal ";" Code INSEE ";"Code Région";" Latitude ";" Longitude ";" Eloignement "
"Aast";"AAST";64460;64001;72;"43.283333";"-0.083333";"0"
"Abainville";"ABAINVILLE";55130;55001;41;"48.533333";"5.5";"0"
"Abancourt";"ABANCOURT";60220;60001;22;"49.7";"1.766667";"0"
"Abancourt";"ABANCOURT";59265;59001;31;"50.233333";"3.216667";"0"
"Abaucourt";"ABAUCOURT";54610;54001;41;"48.9";"6.25";"0"
"Abbans-Dessous";"ABBANS DESSOUS";25320;25001;43;"47.133333";"5.883333";"0"
"Abbans-Dessus";"ABBANS DESSUS";25440;25002;43;"47.116667";"5.883333";"0"
"Abbaretz";"ABBARETZ";44170;44001;52;"47.55";"-1.533333";"0"
"Abbecourt";"ABBECOURT";60430;60002;22;"49.366667";"2.15";"0"
"Abbenans";"ABBENANS";25340;25003;43;"47.5";"6.45";"0"
"Abbeville";"ABBEVILLE";80132;80001;11;"50.1";"1.833333";"0"
"Abbeville-Saint-Lucien";"ABBEVILLE SAINT LUCIEN";60480;60003;22;"49.516667";"2.166667";"0"
"Abbécourt";"ABBECOURT";2300;2001;22;"49.6";"3.183333";"0"
"Abbéville-la-Rivière";"ABBEVILLE LA RIVIERE";91150;91001;82;"48.35";"2.166667";"0"
"Abbéville-lès-Conflans";"ABBEVILLE LES CONFLANS";54800;54002;41;"49.2";"5.85";"0"
"Abbévillers";"ABBEVILLERS";25310;25004;43;"47.433333";"6.916667";"0"
"Abeilhan";"ABEILHAN";34290;34001;91;"43.45";"3.3";"0"
"Abelcourt";"ABELCOURT";70300;70001;72;"47.783333";"6.3";"0"
"Abergement-Saint-Jean";"ABERGEMENT SAINT JEAN";39120;39005;43;"46.883333";"5.366667";"0"
"Abergement-la-Ronce";"ABERGEMENT LA RONCE";39500;39001;43;"47.066667";"5.383333";"0"
"Abergement-le-Grand";"ABERGEMENT LE GRAND";39600;39002;43;"46.916667";"5.683333";"0"
"Abergement-le-Petit";"ABERGEMENT LE PETIT";39800;39003;43;"46.9";"5.7";"0"
"Abergement-lès-Thésy";"ABERGEMENT LES THESY";39110;39004;43;"46.916667";"5.933333";"0"
"Abidos";"ABIDOS";64150;64003;72;"43.4";"-0.616667";"0"
"Abitain";"ABITAIN";64390;64004;72;"43.416667";"-0.983333";"0"
"Ablain-Saint-Nazaire";"ABLAIN SAINT NAZAIRE";62153;62001;31;"50.383333";"2.716667";"0"
"Ablainzevelle";"ABLAINZEVELLE";62116;62002;31;"50.15";"2.733333";"0"
"Ablancourt";"ABLANCOURT";51240;51001;21;"48.816667";"4.533333";"0"
"Ableiges";"ABLEIGES";95450;95002;11;"49.083333";"1.983333";"0"
"Ablis";"ABLIS";78660;78003;11;"48.516667";"1.841667";"0"
"Ablon";"ABLON";14600;14001;25;"49.4";"0.3";"0"
"Ablon-sur-Seine";"ABLON SUR SEINE";94480;94001;11;"48.7251406";"2.4218498";"0"
"Aboncourt";"ABONCOURT";57920;57001;41;"49.266667";"6.35";"0"
"Aboncourt";"ABONCOURT";54115;54003;41;"48.358333";"5.966667";"0"
"Aboncourt-sur-Seille";"ABONCOURT SUR SEILLE";57590;57002;41;"48.816667";"6.35";"0"
"Abondance";"ABONDANCE";74360;74001;72;"46.283333";"6.733333";"0"
"Abondant";"ABONDANT";28570;28001;24;"48.783333";"1.433333";"0"
"Abos";"ABOS";64360;64005;72;"43.35";"-0.566667";"0"
"Aboën";"ABOEN";42380;42001;82;"45.416667";"4.133333";"0"
"Abreschviller";"ABRESCHVILLER";57560;57003;41;"48.633333";"7.1";"0"
"Abrest";"ABREST";3200;3001;83;"46.1";"3.433333";"0"
"Abriès";"ABRIES";5460;5001;72;"44.783333";"6.933333";"0"
"Abscon";"ABSCON";59215;59002;31;"50.333333";"3.3";"0"
"Abzac";"ABZAC";33230;33001;72;"45.016667";"-0.133333";"0"
"Abzac";"ABZAC";16500;16001;54;"46.1";"0.7";"0"
"Abère";"ABERE";64160;64002;72;"43.383333";"-0.166667";"0"
"Accolans";"ACCOLANS";25250;25005;43;"47.5";"6.533333";"0"
"Accolay";"ACCOLAY";89460;89001;11;"47.666667";"3.716667";"0"
"Accons";"ACCONS";7160;7001;82;"44.9";"4.383333";"0"
"Accous";"ACCOUS";64490;64006;72;"42.983333";"-0.6";"0"
"Achain";"ACHAIN";57340;57004;41;"48.916667";"6.583333";"0"
"Achen";"ACHEN";57410;57006;41;"49.05";"7.183333";"0"
"Achenheim";"ACHENHEIM";67204;67001;73;"48.583333";"7.633333";"0"
"Achery";"ACHERY";2800;2002;22;"49.683333";"3.383333";"0"
"Acheux-en-Amiénois";"ACHEUX EN AMIENOIS";80560;80003;11;"50.066667";"2.533333";"0"
"Acheux-en-Vimeu";"ACHEUX EN VIMEU";80210;80004;11;"50.066667";"1.683333";"0"
"Acheville";"ACHEVILLE";62320;62003;31;"50.383333";"2.883333";"0"
"Achey";"ACHEY";70180;70003;72;"47.566667";"5.6";"0"
"Achicourt";"ACHICOURT";62217;62004;31;"50.266667";"2.766667";"0"
"Achiet-le-Grand";"ACHIET LE GRAND";62121;62005;31;"50.133333";"2.783333";"0"
"Achiet-le-Petit";"ACHIET LE PETIT";62121;62006;31;"50.116667";"2.75";"0"
"Achun";"ACHUN";58110;58001;26;"47.116667";"3.666667";"0"
"Achy";"ACHY";60690;60004;22;"49.566667";"1.95";"0"
"Achères";"ACHERES";18250;18001;24;"47.283333";"2.466667";"0"
"Achères";"ACHERES";78260;78005;11;"48.9772197";"2.0787198";"0"
"Achères-la-Forêt";"ACHERES LA FORET";77760;77001;11;"48.35";"2.566667";"0"
"Acigné";"ACIGNE";35690;35001;53;"48.133333";"-1.533333";"0"
"Aclou";"ACLOU";27800;27001;23;"49.166667";"0.7";"0"
"Acon";"ACON";27570;27002;23;"48.766667";"1.1";"0"
"Acq";"ACQ";62144;62007;31;"50.35";"2.65";"0"
"Acqueville";"ACQUEVILLE";50440;50001;25;"49.608333";"-1.75";"0"
"Acquigny";"ACQUIGNY";27400;27003;23;"49.166667";"1.183333";"0"
"Acy";"ACY";2200;2003;22;"49.35";"3.416667";"0"
"Acy-Romance";"ACY ROMANCE";8300;8001;21;"49.5";"4.333333";"0"
"Acy-en-Multien";"ACY EN MULTIEN";60620;60005;22;"49.1";"2.966667";"0"
"Adaincourt";"ADAINCOURT";57580;57007;41;"49.0";"6.433333";"0"
"Adainville";"ADAINVILLE";78113;78006;11;"48.716667";"1.65";"0"
"Adam-lès-Passavant";"ADAM LES PASSAVANT";25360;25006;43;"47.3";"6.366667";"0"
"Adam-lès-Vercel";"ADAM LES VERCEL";25530;25007;43;"47.166667";"6.4";"0"
"Adamswiller";"ADAMSWILLER";67320;67002;73;"48.9";"7.2";"0"
"Adast";"ADAST";65260;65001;72;"42.966667";"-0.083333";"0"
"Adelange";"ADELANGE";57380;57008;41;"49.0";"6.616667";"0"
"Adilly";"ADILLY";79200;79002;74;"46.683333";"-0.316667";"0"
"Adinfer";"ADINFER";62116;62009;31;"50.183333";"2.7";"0"
"Adissan";"ADISSAN";34230;34002;91;"43.533333";"3.433333";"0"
"Adon";"ADON";45230;45001;24;"47.766667";"2.8";"0"
"Adriers";"ADRIERS";86430;86001;11;"46.25";"0.8";"0"
"Adé";"ADE";65100;65002;72;"43.133333";"-0.033333";"0"
"Afa";"AFA";20167;20001;94;"41.983333";"8.8";"0"
"Affieux";"AFFIEUX";19260;19001;74;"45.516667";"1.75";"0"
"Affléville";"AFFLEVILLE";54800;54004;41;"49.266667";"5.766667";"0"
"Affoux";"AFFOUX";69170;69001;82;"45.833333";"4.4";"0"
"Affracourt";"AFFRACOURT";54740;54005;41;"48.466667";"6.166667";"0"
"Affringues";"AFFRINGUES";62380;62010;31;"50.683333";"2.066667";"0"
"Agassac";"AGASSAC";31230;31001;72;"43.366667";"0.883333";"0"
"Agay";"AGAY";83530;83920;11;"43.433333";"6.85";"0"
"Agde";"AGDE";34300;34003;91;"43.316667";"3.466667";"0"
"Agel";"AGEL";34210;34004;91;"43.333333";"2.85";"0"
"Agen";"AGEN";47000;47001;72;"44.2";"0.633333";"0"
"Agen-d'Aveyron";"AGEN D AVEYRON";12630;12001;73;"44.366667";"2.683333";"0"
"Agencourt";"AGENCOURT";21700;21001;26;"47.133333";"4.983333";"0"
"Agenville";"AGENVILLE";80370;80005;11;"50.166667";"2.1";"0"
"Agenvillers";"AGENVILLERS";80150;80006;11;"50.166667";"1.916667";"0"
"Ageville";"AGEVILLE";52340;52001;72;"48.116667";"5.35";"0"
"Agey";"AGEY";21410;21002;26;"47.283333";"4.766667";"0"
"Aghione";"AGHIONE";20270;20002;94;"42.1";"9.4";"0"
"Agincourt";"AGINCOURT";54770;54006;41;"48.733333";"6.233333";"0"
"Agmé";"AGME";47350;47002;72;"44.483333";"0.333333";"0"
"Agnac";"AGNAC";47800;47003;72;"44.65";"0.366667";"0"
"Agnat";"AGNAT";43100;43001;72;"45.35";"3.466667";"0"
"Agneaux";"AGNEAUX";50180;50002;25;"49.116667";"-1.1";"0"
"Agnetz";"AGNETZ";60600;60007;22;"49.383333";"2.383333";"0"
"Agnez-lès-Duisans";"AGNEZ LES DUISANS";62161;62011;31;"50.3";"2.666667";"0"
"Agnicourt-et-Séchelles";"AGNICOURT ET SECHELLES";2340;2004;22;"49.716667";"3.95";"0"
"Agnin";"AGNIN";38150;38003;82;"45.333333";"4.866667";"0"
"Agnières";"AGNIERES";62690;62012;31;"50.35";"2.6";"0"
"Agnières";"AGNIERES";80290;80007;11;"49.716667";"1.9";"0"
"Agnières-en-Dévoluy";"AGNIERES EN DEVOLUY";5250;5002;72;"44.7";"5.883333";"0"
"Agnos";"AGNOS";64400;64007;72;"43.166667";"-0.616667";"0"
"Agny";"AGNY";62217;62013;31;"50.266667";"2.766667";"0"
"Agon-Coutainville";"AGON COUTAINVILLE";50230;50003;25;"49.041667";"-1.575";"0"
"Agonac";"AGONAC";24460;24002;72;"45.283333";"0.75";"0"
"Agonges";"AGONGES";3210;3002;83;"46.6";"3.15";"0"
"Agonnay";"AGONNAY";17350;17001;54;"45.883333";"-0.733333";"0"
"Agonès";"AGONES";34190;34005;91;"43.916667";"3.75";"0"
"Agos-Vidalos";"AGOS VIDALOS";65400;65004;72;"43.033333";"-0.066667";"0"
"Agris";"AGRIS";16110;16003;54;"45.783333";"0.333333";"0"
"Agudelle";"AGUDELLE";17500;17002;54;"45.383333";"-0.466667";"0"
"Aguessac";"AGUESSAC";12520;12002;73;"44.15";"3.1";"0"
"Aguilcourt";"AGUILCOURT";2190;2005;22;"49.4";"3.966667";"0"
"Aguts";"AGUTS";81470;81001;11;"43.533333";"1.916667";"0"
"Agy";"AGY";14400;14003;25;"49.25";"-0.766667";"0"
"Ahaxe-Alciette-Bascassan";"AHAXE ALCIETTE BASCASSAN";64220;64008;72;"43.15";"-1.166667";"0"
"Ahetze";"AHETZE";64210;64009;72;"43.4";"-1.566667";"0"
"Ahuillé";"AHUILLE";53940;53001;52;"48.016667";"-0.883333";"0"
"Ahun";"AHUN";23150;23001;74;"46.083333";"2.05";"0"
"Ahuy";"AHUY";21121;21003;26;"47.366667";"5.033333";"0"
"Ahéville";"AHEVILLE";88500;88002;11;"48.283333";"6.2";"0"
"Aibes";"AIBES";59149;59003;31;"50.233333";"4.1";"0"
"Aibre";"AIBRE";25750;25008;43;"47.55";"6.7";"0"
"Aiffres";"AIFFRES";79230;79003;74;"46.283333";"-0.416667";"0"
"Aigaliers";"AIGALIERS";30700;30001;91;"44.066667";"4.316667";"0"
"Aiglemont";"AIGLEMONT";8090;8003;21;"49.783333";"4.783333";"0"
"Aiglepierre";"AIGLEPIERRE";39110;39006;43;"46.95";"5.816667";"0"
"Aigleville";"AIGLEVILLE";27120;27004;23;"49.0";"1.416667";"0"
"Aiglun";"AIGLUN";6910;6001;93;"43.85";"6.916667";"0"
"Aiglun";"AIGLUN";4510;4001;93;"44.066667";"6.133333";"0"
"Aignan";"AIGNAN";32290;32001;91;"43.7";"0.083333";"0"
"Aignay-le-Duc";"AIGNAY LE DUC";21510;21004;26;"47.666667";"4.733333";"0"
"Aigne";"AIGNE";34210;34006;91;"43.333333";"2.816667";"0"
"Aignerville";"AIGNERVILLE";14710;14004;25;"49.316667";"-0.916667";"0"
"Aignes";"AIGNES";31550;31002;72;"43.316667";"1.6";"0"
"Aignes-et-Puypéroux";"AIGNES ET PUYPEROUX";16190;16004;54;"45.45";"0.15";"0"
"Aigneville";"AIGNEVILLE";80210;80008;11;"50.033333";"1.616667";"0"
"Aigny";"AIGNY";51150;51003;21;"49.033333";"4.216667";"0"
"Aigné";"AIGNE";72650;72001;52;"48.066667";"0.116667";"0"
"Aigonnay";"AIGONNAY";79370;79004;74;"46.316667";"-0.25";"0"
"Aigre";"AIGRE";16140;16005;54;"45.9";"0.016667";"0"
"Aigrefeuille";"AIGREFEUILLE";31280;31003;72;"43.566667";"1.6";"0"
"Aigrefeuille-d'Aunis";"AIGREFEUILLE D AUNIS";17290;17003;54;"46.116667";"-0.933333";"0"
"Aigrefeuille-sur-Maine";"AIGREFEUILLE SUR MAINE";44140;44002;52;"47.066667";"-1.4";"0"
"Aigremont";"AIGREMONT";89800;89002;11;"47.716667";"3.883333";"0"
"Aigremont";"AIGREMONT";52400;52002;72;"48.016667";"5.716667";"0"
"Aigremont";"AIGREMONT";30350;30002;91;"43.966667";"4.116667";"0"
"Aigremont";"AIGREMONT";78240;78007;11;"48.9";"2.016667";"0"
"Aiguebelette-le-Lac";"AIGUEBELETTE LE LAC";73610;73001;11;"45.533333";"5.816667";"0"
"Aiguebelle";"AIGUEBELLE";73220;73002;11;"45.533333";"6.3";"0"
"Aigueblanche";"AIGUEBLANCHE";73260;73003;11;"45.5";"6.5";"0"
"Aiguefonde";"AIGUEFONDE";81200;81002;11;"43.483333";"2.333333";"0"
"Aigueperse";"AIGUEPERSE";69790;69002;82;"46.283333";"4.433333";"0"
"Aigueperse";"AIGUEPERSE";63260;63001;83;"46.016667";"3.2";"0"
"Aigues-Juntes";"AIGUES JUNTES";9240;9001;73;"43.05";"1.466667";"0"
"Aigues-Mortes";"AIGUES MORTES";30220;30003;91;"43.566667";"4.191667";"0"
"Aigues-Vives";"VIVES";34210;34007;91;"43.333333";"2.816667";"0"
"Aigues-Vives";"AIGUES VIVES";9600;9002;73;"43.0";"1.883333";"0"
"Aiguilles";"AIGUILLES";5470;5003;72;"44.783333";"6.866667";"0"
"Aiguillon";"AIGUILLON";47190;47004;72;"44.3";"0.35";"0"
"Aiguines";"AIGUINES";83630;83002;11;"43.766667";"6.25";"0"
"Aigurande";"AIGURANDE";36140;36001;24;"46.433333";"1.833333";"0"
"Aiguèze";"AIGUEZE";30760;30005;91;"44.3";"4.566667";"0"
"Ailefroide";"AILEFROIDE";5340;5900;72;"44.883333";"6.45";"0"
"Aillant-sur-Milleron";"AILLANT SUR MILLERON";45230;45002;24;"47.8";"2.933333";"0"
"Aillant-sur-Tholon";"AILLANT SUR THOLON";89110;89003;11;"47.866667";"3.35";"0"
"Aillas";"AILLAS";33124;33002;72;"44.466667";"-0.066667";"0"
"Ailleux";"AILLEUX";42130;42002;82;"45.8";"3.95";"0"
"Aillevans";"AILLEVANS";70110;70005;72;"47.583333";"6.416667";"0"
"Ailleville";"AILLEVILLE";10200;10002;21;"48.25";"4.683333";"0"
"Aillevillers-et-Lyaumont";"AILLEVILLERS ET LYAUMONT";70320;70006;72;"47.916667";"6.333333";"0"
"Aillianville";"AILLIANVILLE";52700;52003;72;"48.35";"5.483333";"0"
"Aillon-le-Jeune";"AILLON LE JEUNE";73340;73004;11;"45.616667";"6.083333";"0"
"Aillon-le-Vieux";"AILLON LE VIEUX";73340;73005;11;"45.65";"6.1";"0"
"Ailloncourt";"AILLONCOURT";70300;70007;72;"47.75";"6.383333";"0"
"Ailly-le-Haut-Clocher";"AILLY LE HAUT CLOCHER";80690;80009;11;"50.083333";"2.0";"0"
"Ailly-sur-Meuse";"AILLY SUR MEUSE";55300;55003;41;"48.866667";"5.55";"0"
"Ailly-sur-Noye";"AILLY SUR NOYE";80250;80010;11;"49.75";"2.366667";"0"
"Ailly-sur-Somme";"AILLY SUR SOMME";80470;80011;11;"49.916667";"2.2";"0"
"Aimargues";"AIMARGUES";30470;30006;91;"43.683333";"4.2";"0"
"Aime";"AIME";73210;73006;11;"45.55";"6.65";"0"
"Ainac";"AINAC";4000;4002;93;"44.216667";"6.2";"0"
"Ainay-le-Château";"AINAY LE CHATEAU";3360;3003;83;"46.716667";"2.7";"0"
"Ainay-le-Vieil";"AINAY LE VIEIL";18200;18002;24;"46.666667";"2.55";"0"
"Aincille";"AINCILLE";64220;64011;72;"43.15";"-1.2";"0"
"Aincourt";"AINCOURT";95510;95008;11;"49.066667";"1.783333";"0"
"Aincreville";"AINCREVILLE";55110;55004;41;"49.366667";"5.116667";"0"
"Aingeray";"AINGERAY";54460;54007;41;"48.733333";"6.0";"0"
"Aingeville";"AINGEVILLE";88140;88003;11;"48.2";"5.766667";"0"
"Aingoulaincourt";"AINGOULAINCOURT";52230;52004;72;"48.45";"5.283333";"0"
"Ainharp";"AINHARP";64130;64012;72;"43.266667";"-0.933333";"0"
"Ainhice-Mongelos";"AINHICE MONGELOS";64220;64013;72;"43.2";"-1.15";"0"
"Ainvelle";"AINVELLE";88320;88004;11;"48.0";"5.833333";"0"
"Ainvelle";"AINVELLE";70800;70008;72;"47.85";"6.25";"0"
"Airaines";"AIRAINES";80270;80013;11;"49.966667";"1.95";"0"
"Airan";"AIRAN";14370;14005;25;"49.1";"-0.15";"0"
"Aire";"AIRE";8190;8004;21;"49.483333";"4.166667";"0"
"Aire-sur-l'Adour";"AIRE SUR L ADOUR";40800;40001;72;"43.7";"-0.266667";"0"
"Aire-sur-la-Lys";"AIRE SUR LA LYS";62120;62014;31;"50.633333";"2.4";"0"
"Airel";"AIREL";50680;50004;25;"49.216667";"-1.083333";"0"
"Airion";"AIRION";60600;60008;22;"49.433333";"2.416667";"0"
"Airon-Notre-Dame";"AIRON NOTRE DAME";62180;62015;31;"50.433333";"1.666667";"0"
"Airon-Saint-Vaast";"AIRON SAINT VAAST";62180;62016;31;"50.433333";"1.666667";"0"
"Airoux";"AIROUX";11320;11002;91;"43.366667";"1.866667";"0"
"Airvault";"AIRVAULT";79600;79005;74;"46.833333";"-0.15";"0"
"Aiserey";"AISEREY";21110;21005;26;"47.166667";"5.166667";"0"
"Aisey-et-Richecourt";"AISEY ET RICHECOURT";70500;70009;72;"47.883333";"5.95";"0"
"Aisey-sur-Seine";"AISEY SUR SEINE";21400;21006;26;"47.75";"4.583333";"0"
"Aisonville-et-Bernoville";"AISONVILLE ET BERNOVILLE";2110;2006;22;"49.933333";"3.533333";"0"
"Aissey";"AISSEY";25360;25009;43;"47.266667";"6.333333";"0"
"Aisy-sous-Thil";"AISY SOUS THIL";21390;21007;26;"47.4";"4.283333";"0"
"Aisy-sur-Armançon";"AISY SUR ARMANCON";89390;89004;11;"47.65";"4.216667";"0"
"Aiti";"AITI";20244;20003;94;"42.4";"9.233333";"0"
"Aiton";"AITON";73220;73007;11;"45.566667";"6.25";"0"
"Aix";"AIX";59310;59004;31;"50.483333";"3.283333";"0"
"Aix";"AIX";19200;19002;74;"45.616667";"2.383333";"0"
"Aix-Noulette";"AIX NOULETTE";62160;62019;31;"50.416667";"2.7";"0"
"Aix-en-Diois";"AIX EN DIOIS";26150;26001;82;"44.716667";"5.416667";"0"
"Aix-en-Ergny";"AIX EN ERGNY";62650;62017;31;"50.583333";"2.0";"0"
"Aix-en-Issart";"AIX EN ISSART";62170;62018;31;"50.483333";"1.85";"0"
"Aix-en-Othe";"AIX EN OTHE";10160;10003;21;"48.216667";"3.733333";"0"
"Aix-en-Provence";"AIX EN PROVENCE";13100;13001;93;"43.533333";"5.433333";"0"
"Aix-la-Fayette";"AIX LA FAYETTE";63980;63002;83;"45.516667";"3.533333";"0"
"Aix-les-Bains";"AIX LES BAINS";73100;73008;11;"45.7";"5.916667";"0"
"Aixe-sur-Vienne";"AIXE SUR VIENNE";87700;87001;72;"45.8";"1.133333";"0"
"Aizac";"AIZAC";7530;7003;82;"44.716667";"4.333333";"0"
"Aizanville";"AIZANVILLE";52120;52005;72;"48.1";"4.9";"0"
"Aize";"AIZE";36150;36002;24;"47.1";"1.7";"0"
"Aizecourt-le-Bas";"AIZECOURT LE BAS";80240;80014;11;"49.966667";"3.05";"0"
"Aizecourt-le-Haut";"AIZECOURT LE HAUT";80200;80015;11;"49.95";"2.983333";"0"
"Aizecq";"AIZECQ";16700;16006;54;"45.983333";"0.283333";"0"
"Aizelles";"AIZELLES";2820;2007;22;"49.483333";"3.816667";"0"
"Aizenay";"AIZENAY";85190;85003;11;"46.733333";"-1.616667";"0"
"Aizier";"AIZIER";27500;27006;23;"49.433333";"0.633333";"0"
"Ajac";"AJAC";11300;11003;91;"43.05";"2.15";"0"
"Ajaccio";"AJACCIO";20090;20004;94;"41.916667";"8.733333";"0"
"Ajain";"AJAIN";23380;23002;74;"46.2";"2.0";"0"
"Ajat";"AJAT";24210;24004;72;"45.15";"1.016667";"0"
"Ajoncourt";"AJONCOURT";57590;57009;41;"48.85";"6.3";"0"
"Ajou";"AJOU";27410;27007;23;"48.983333";"0.783333";"0"
"Ajoux";"AJOUX";7000;7004;82;"44.766667";"4.516667";"0"
"Alaigne";"ALAIGNE";11240;11004;91;"43.116667";"2.1";"0"
"Alaincourt";"ALAINCOURT";70210;70010;72;"47.933333";"6.1";"0"
"Alaincourt";"ALAINCOURT";2240;2009;22;"49.75";"3.366667";"0"
"Alaincourt-la-Côte";"ALAINCOURT LA COTE";57590;57010;41;"48.9";"6.35";"0"
"Alairac";"ALAIRAC";11290;11005;91;"43.183333";"2.25";"0"
"Alaise";"ALAISE";25330;25010;43;"47.016667";"5.966667";"0"
"Alan";"ALAN";31420;31005;72;"43.216667";"0.95";"0"
"Alando";"ALANDO";20212;20005;94;"42.3";"9.283333";"0"
"Alata";"ALATA";20167;20006;94;"41.95";"8.75";"0"
"Alban";"ALBAN";81250;81003;11;"43.9";"2.466667";"0"
"Albaret-Sainte-Marie";"ALBARET SAINTE MARIE";48200;48002;91;"44.883333";"3.266667";"0"
"Albaret-le-Comtal";"ALBARET LE COMTAL";48310;48001;91;"44.866667";"3.15";"0"
"Albas";"ALBAS";46140;46001;73;"44.466667";"1.233333";"0"
"Albas";"ALBAS";11360;11006;91;"43.0";"2.733333";"0"
"Albefeuille-Lagarde";"ALBEFEUILLE LAGARDE";82290;82001;11;"44.05";"1.283333";"0"
"Albens";"ALBENS";73410;73010;11;"45.783333";"5.95";"0"
"Albepierre-Bredons";"ALBEPIERRE BREDONS";15300;15025;83;"45.1";"2.883333";"0"
"Albert";"ALBERT";80300;80016;11;"50.0";"2.65";"0"
"Albertacce";"ALBERTACCE";20224;20007;94;"42.316667";"8.983333";"0"
"Albertville";"ALBERTVILLE";73200;73011;11;"45.683333";"6.383333";"0"
"Albestroff";"ALBESTROFF";57670;57011;41;"48.933333";"6.85";"0"
"Albi";"ALBI";81990;81004;11;"43.933333";"2.15";"0"
"Albiac";"ALBIAC";46500;46002;73;"44.766667";"1.816667";"0"
"Albias";"ALBIAS";82350;82002;11;"44.083333";"1.45";"0"
"Albiez-Montrond";"ALBIEZ MONTROND";73300;73013;11;"45.216667";"6.333333";"0"
"Albiez-le-Jeune";"ALBIEZ LE JEUNE";73300;73012;11;"45.216667";"6.35";"0"
"Albignac";"ALBIGNAC";19190;19003;74;"45.133333";"1.683333";"0"
"Albigny-sur-Saône";"ALBIGNY SUR SAONE";69250;69003;82;"45.816667";"4.45";"0"
"Albine";"ALBINE";81240;81005;11;"43.45";"2.533333";"0"
"Albiosc";"ALBIOSC";4550;4003;93;"43.75";"6.016667";"0"
"Albitreccia";"ALBITRECCIA";20128;20008;94;"41.85";"8.933333";"0"
"Albières";"ALBIERES";11330;11007;91;"42.95";"2.483333";"0"
"Albiès";"ALBIES";9310;9004;73;"42.766667";"1.7";"0"
"Albon";"ALBON";26140;26002;82;"45.233333";"4.866667";"0"
"Alboussière";"ALBOUSSIERE";7440;7007;82;"44.95";"4.733333";"0"
"Albussac";"ALBUSSAC";19380;19004;74;"45.133333";"1.833333";"0"
"Albé";"ALBE";67220;67003;73;"48.35";"7.316667";"0"
"Aldudes";"ALDUDES";64430;64016;72;"43.1";"-1.433333";"0"
"Alembon";"ALEMBON";62850;62020;31;"50.783333";"1.883333";"0"
"Alençon";"ALENCON";61000;61001;25;"48.433333";"0.083333";"0"
"Alet-les-Bains";"ALET LES BAINS";11580;11008;91;"43.0";"2.266667";"0"
"Alette";"ALETTE";62650;62021;31;"50.516667";"1.816667";"0"
"Aleu";"ALEU";9320;9005;73;"42.9";"1.266667";"0"
"Alex";"ALEX";74290;74003;72;"45.883333";"6.233333";"0"
"Alexain";"ALEXAIN";53240;53002;52;"48.233333";"-0.766667";"0"
"Aleyrac";"ALEYRAC";26770;26003;82;"44.5";"4.95";"0"
"Alfortville";"ALFORTVILLE";94140;94002;11;"48.8018024";"2.4213752";"0"
"Algajola";"ALGAJOLA";20220;20010;94;"42.616667";"8.866667";"0"
"Algans";"ALGANS";81470;81006;11;"43.6";"1.883333";"0"
"Algolsheim";"ALGOLSHEIM";68600;68001;72;"48.0";"7.566667";"0"
"Algrange";"ALGRANGE";57440;57012;41;"49.35";"6.05";"0"
"Alignan-du-Vent";"ALIGNAN DU VENT";34290;34009;91;"43.466667";"3.35";"0"
"Alincourt";"ALINCOURT";8310;8005;21;"49.4";"4.35";"0"
"Alincthun";"ALINCTHUN";62142;62022;31;"50.733333";"1.8";"0"
"Alise-Sainte-Reine";"ALISE SAINTE REINE";21150;21008;26;"47.533333";"4.483333";"0"
"Alissas";"ALISSAS";7210;7008;82;"44.716667";"4.616667";"0"
"Alix";"ALIX";69380;69004;82;"45.916667";"4.65";"0"
"Alixan";"ALIXAN";26300;26004;82;"44.966667";"5.033333";"0"
"Alizay";"ALIZAY";27460;27008;23;"49.316667";"1.183333";"0"
"Alièze";"ALIEZE";39270;39007;43;"46.583333";"5.583333";"0"
"Allain";"ALLAIN";54170;54008;41;"48.55";"5.916667";"0"
"Allaines";"ALLAINES";80200;80017;11;"49.95";"2.95";"0"
"Allainville";"ALLAINVILLE";28500;28003;24;"48.716667";"1.3";"0"
"Allainville-aux-Bois";"ALLAINVILLE AUX BOIS";78660;78009;11;"48.4835365";"1.8722593";"0"
"Allainville-en-Beauce";"ALLAINVILLE EN BEAUCE";45480;45003;24;"48.233333";"2.05";"0"
"Allaire";"ALLAIRE";56350;56001;53;"47.633333";"-2.166667";"0"
"Allamont";"ALLAMONT";54800;54009;41;"49.116667";"5.766667";"0"
"Allamps";"ALLAMPS";54112;54010;41;"48.55";"5.816667";"0"
"Allan";"ALLAN";26780;26005;82;"44.483333";"4.783333";"0"
"Allanche";"ALLANCHE";15160;15001;83;"45.233333";"2.933333";"0"
"Alland'huy-et-Sausseuil";"ALLAND HUY ET SAUSSEUIL";8130;8006;21;"49.516667";"4.566667";"0"
"Allarmont";"ALLARMONT";88110;88005;11;"48.483333";"7.016667";"0"
"Allas-Bocage";"ALLAS BOCAGE";17150;17005;54;"45.383333";"-0.483333";"0"
"Allas-Champagne";"ALLAS CHAMPAGNE";17500;17006;54;"45.466667";"-0.333333";"0"
"Allas-les-Mines";"ALLAS LES MINES";24220;24006;72;"44.833333";"1.066667";"0"
"Allassac";"ALLASSAC";19240;19005;74;"45.25";"1.483333";"0"
"Allauch";"ALLAUCH";13190;13002;93;"43.333333";"5.483333";"0"
"Alleins";"ALLEINS";13980;13003;93;"43.7";"5.166667";"0"
